Model,Price,Rating,Generation,Core,Ram_GB,SSD_GB,Display_Inches,Graphics,OS,Warranty
MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),37990.0,59.0,7th gen amd ryzen 5 7530u,"hexa core, 12 threads",16,512.0,14.0,amd radeon amd,windows 11 os,1 year warranty
MSI Sword 15 A12VF-401IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),94990.0,74.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",16,1.0,15.6,8 gb nvidia geforce rtx 4060,windows 11 os,2 year warranty
Samsung Galaxy Book2 NP550XED-KA2IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),52990.0,56.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel integrated uhd,windows 11 os,1 year warranty
Dell Vostro 3520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),46490.0,54.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,15.6,intel iris xe graphics,windows 11 os,1 year warranty
Dell Latitude 3430 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),108000.0,59.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),89990.0,75.0,6th gen amd ryzen 9 6900hs​,"octa core, 16 threads",16,1.0,13.4,4 gb ‎nvidia geforce rtx 3050,windows 11 os,1 year warranty
Asus Vivobook 16X 2022 M1603QA-MB502WS Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home),46890.0,62.0,5th gen amd ryzen 5 5600h,"hexa core, 12 threads",8,512.0,16.0,amd radeon vega 7,windows 11 os,1 year warranty
Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home),55200.0,64.0,5th gen amd ryzen 7  5800h,"octa core, 16 threads",16,512.0,16.0,amd radeon vega 7,windows 11 os,1 year warranty
HP Victus 16-e0352AX Gaming Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),44990.0,65.0,5th gen amd ryzen 5 5600h,"hexa core, 12 threads",8,512.0,16.1,4 gb nvidia geforce gtx 1650,windows 11 os,1 year warranty
Asus Vivobook 15 Touch X515EA-EZ311WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),31990.0,54.0,11th gen intel core i3 1115g4,"dual core, 4 threads",8,512.0,15.6,intel integrated uhd graphics,windows 11 os,1 year warranty
Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),49990.0,,processor: 12th generation intel core i5-1235u processor (1.3 ghz up to 4.4 ghz 12 mb l3…,memory: 8 gb lpddr4 memory (on bd 8 gb),512,11.0,15.6,preinstalled software: ms office home & student 2021,intel iris xe graphics,ports: 1 hdmi
iBall Excelance CompBook Laptop (AQC/ 2GB/ 32GB/Win10),8000.0,,intel atom quad core z3735f,quad core,2,32.0,11.6,intel hd graphics,windows 10 os,1 year warranty
Samsung Galaxy Book 4 Edge Laptop (Snapdragon X Elite/ 16GB/ 512GB SSD/ Win11),162990.0,55.0,qualcomm x elite,32 gb lpddr5x ram,1,0.0,11.0,"16 inches, 2880 x 1800 pixels, touch screen",1 year warranty,backlit keyboard
HP Victus 15-fa1216TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 3050),74490.0,62.0,13th gen intel core i5 13420h,"octa core (4p + 4e), 12 threads",16,512.0,15.6,nvidia geforce rtx 3050,windows 11 os,1 year warranty
HP Victus 15-fa1128TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),65990.0,64.0,13th gen intel core i5 13420h,"octa core (4p + 4e), 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Lenovo Legion Pro 7i 2024 Gaming Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),297758.0,,14th gen intel core i9 14900hx,"24 cores (8p + 16e), 32 threads",32,1.0,16.0,12 gb nvidia geforce rtx 4080,windows 11 os,1 year warranty
Asus Zenbook S13 OLED 2024 UX5304MA-NQ762WS Laptop ( Intel Core Ultra 7 155U/ 32GB/ 1TB SSD/ Win11),139990.0,70.0,intel core ultra 7 155u,"12 cores (2p + 8e + 2lp-e), 14 threads",32,1.0,13.3,intel integrated intel iris xe graphics,windows 11 os,1 year warranty
Lenovo ThinkPad P14s 21HF001EIG Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),109990.0,71.0,13th gen intel core i7 1360p,"12 cores (4p + 8e), 16 threads",16,512.0,14.0,4 gb nvidia rtx a500,windows 11 os,3 year warranty
Lenovo ThinkPad P14s 21HF001FIG Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 4GB Graphics),129990.0,72.0,13th gen intel core i7 1360p,"12 cores (4p + 8e), 16 threads",16,512.0,14.0,4 gb nvidia rtx a500,windows 11 os,3 year warranty
Asus Zenbook S13 OLED 2024 UX5304MA-NQ752WS Laptop ( Intel Core Ultra 7 155U/ 16GB/ 1TB SSD/ Win11),129990.0,65.0,intel core ultra 7 155u,"12 cores (2p + 8e + 2lp-e), 14 threads",16,1.0,13.3,intel integrated intel iris xe graphics,windows 11 os,1 year warranty
HP Envy x360 14-fc0106TU Laptop (Intel Core Ultra 7 155U/ 16GB/ 512GB SSD/ Win11),108999.0,68.0,intel core ultra 7 155u,"12 cores (2p + 8e + 2lp-e), 14 threads",16,512.0,14.0,integrated intel graphics,windows 11 os,1 year warranty
MSI Katana A17 AI B8VF-845IN Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),119990.0,77.0,8th gen amd ryzen 7 8845hs,"octa core, 16 threads",16,1.0,17.3,8 gb nvidia geforce rtx 4060,windows 11 os,2 year warranty
Apple MacBook Air 2024 MRYN3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),154900.0,56.0,apple m3,octa core (4p + 4e),8,512.0,15.3,10-core gpu,mac os,1 year warranty
Apple MacBook Air 15 2024 MRYR3HN/A Laptop (Apple M3/ 8GB/ 256GB SSD/ MacOS),133553.0,54.0,apple m3,octa core (4p + 4e),8,256.0,15.3,10-core gpu,mac os,1 year warranty
Apple MacBook Air 2024 MRXW3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),134900.0,,apple m3,octa core (4p + 4e),8,512.0,13.6,apple 10 core gpu,mac os,1 year warranty
Apple MacBook Air 15 2024 Laptop (Apple M3/ 16GB/ 512GB SSD/ MacOS),174900.0,57.0,apple m3,octa core (4p + 4e),16,512.0,15.3,10-core gpu,mac os,1 year warranty
MSI Vector 16 HX A14VGG-279IN Gaming Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),197990.0,,14th gen intel core i7 14700hx,"20 cores (8p + 12e), 28 threads",32,1.0,16.0,8 gb nvidia geforce rtx 4070,windows 11 os,2 year warranty
Xiaomi Redmi Book Pro 16 2024 Laptop (Intel Core Ultra 5/ 32GB/ 1TB SSD/ Win 11),69990.0,62.0,intel core ultra 5 series 1 125h,"14 cores (4p + 8e + 2lp-e), 18 threads",32,1.0,16.0,intel  arc graphics,windows 11 os,1 year warranty
Xiaomi Redmi Book Pro 14 2024 Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win 11),59990.0,61.0,intel core ultra 5 series 1 125h,"14 cores (4p + 8e + 2lp-e), 18 threads",16,512.0,14.0,intel iris xe graphics,windows 11 os,2 year warranty
Lenovo Legion Y9000K 2024 Gaming Laptop (14th Gen Core i9/ 64GB/ 2TB SSD/ Win11/ 16GB Graph),349990.0,,14th gen intel core i9 14900hx,"24 cores (8p + 16e), 32 threads",64,2.0,16.0,16 gb nvidia geforce rtx 4090,windows 11 os,1 year warranty
Samsung Galaxy Book 4 360 NP750QGK-KG3IN Laptop (Intel Core 7 Processor 150U/ 16GB/ 1TB SSD/ Win11),138990.0,61.0,intel core 7 processor series 1 150u,"10 cores (2p + 8e), 12 threads",16,1.0,15.6,intel graphics,windows 11 os,1 year warranty
Samsung Galaxy Book 4 Pro 360 NP960QGK-KG1IN Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),163990.0,69.0,intel core ultra 7 series 1 155h,"16 cores (6p + 8e + 2lp-e), 22 threads",16,512.0,16.0,intel arc graphics,windows 11 os,1 year warranty
Samsung Galaxy Book 4 360 NP750QGK-KG2IN Laptop (Intel Core 7 Processor 150U/ 16GB/ 512GB SSD/ Win11),122990.0,59.0,intel core 7 processor series 1 150u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel graphics,windows 11 os,1 year warranty
Samsung Galaxy Book 4 360 NP750QGK-KG1IN Laptop (Intel Core 5 Processor 120U/ 16GB/ 512GB SSD/ Win11),114990.0,57.0,intel core 5 processor series 1 120u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel graphics,windows 11 os,1 year warranty
Samsung Galaxy Book 4 Pro 360 NP960QGK-KG2IN Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11),179990.0,70.0,intel core ultra 7 series 1 155h,"16 cores (6p + 8e + 2lp-e), 22 threads",16,1.0,16.0,intel arc graphics,windows 11 os,1 year warranty
Acer Aspire Lite AL15-51 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),49499.0,59.0,11th gen intel core i7 1165g7,"quad core, 8 threads",16,512.0,15.6,intel iris xe graphics,windows 11 os,1 year warranty
Samsung Galaxy Book 4 Pro 14 NP940XGK-KG3IN Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11),171990.0,72.0,intel core ultra 7 series 1 155h,"16 cores (6p + 8e + 2lp-e), 22 threads",32,1.0,14.0,intel arc graphics,windows 11 os,1 year warranty
Samsung Galaxy Book 4 Pro 14 NP940XGK-KS1IN Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win11),131990.0,65.0,intel core ultra 5 series 1 125h,"14 cores (4p + 8e + 2lp-e), 18 threads",16,512.0,14.0,intel arc graphics,windows 11 os,1 year warranty
Samsung Galaxy Book 4 Pro NP960XGK-KG1IN Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win11),141990.0,65.0,intel core ultra 5 series 1 125h,"14 cores (4p + 8e + 2lp-e), 18 threads",16,512.0,16.0,intel arc graphics,windows 11 os,1 year warranty
Samsung Galaxy Book 4 Pro NP960XGK-KG2IN Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),149990.0,68.0,intel core ultra 7 series 1 155h,"16 cores (6p + 8e + 2lp-e), 22 threads",16,512.0,16.0,intel arc graphics,windows 11 os,1 year warranty
Samsung Galaxy Book 4 Pro NP960XGK-KG3IN Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11),181990.0,73.0,intel core ultra 7 series 1 155h,"16 cores (6p + 8e + 2lp-e), 22 threads",32,1.0,16.0,intel arc graphics,windows 11 os,1 year warranty
Lenovo IdeaPad Slim 5 83DA0049IN Laptop (Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11),76990.0,,intel core ultra 5 series 1 125h,"14 cores (4p + 8e + 2lp-e), 18 threads",16,1.0,14.0,intel arc graphics,windows 11 os,1 year warranty
Asus VivoBook 15 X1500EA-EJ111WS Laptop (Intel Pentium Gold/ 8GB/ 256GB SSD/ Win11),25990.0,,intel pentium gold 7505,"dual core, 4 threads",8,256.0,15.6,intel integrated uhd,windows 11 os,1 year warranty
Dell G15-5530 GN5530D83M6001ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),79990.0,66.0,13th gen intel core i5 13450hx,"10 cores (6p + 4e), 16 threads",16,512.0,15.6,6 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
HP 15-fd0221TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),60799.0,52.0,13th gen intel core i5 1334u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel integrated integrated,windows 11 os,1 year warranty
HP Pavilion x360 14-ek0183TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),54990.0,62.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,14.0,intel integrated uhd,windows 11 os,1 year warranty
Infinix INBook Y4 Max Series Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),43990.0,53.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,512.0,16.0,intel integrated iris xe,windows 11 os,1 year warranty
HP Victus 15-fa1124TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),58490.0,64.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",8,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win 11 Home),36990.0,54.0,13th gen intel core i3 1315u,"hexa core (2p + 4e), 8 threads",16,512.0,16.0,intel integrated iris xe,windows 11 os,1 year warranty
HP 245 G9 841W7PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ DOS),24900.0,50.0,3rd gen amd ryzen 3 3250u,"dual core, 4 threads",8,512.0,14.0,amd radeon graphics,dos os,1 year warranty
HP 15s-fr5011TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),53799.0,57.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
Lenovo V15 G4 ‎82YU00W9IN Laptop (Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),33990.0,56.0,7th gen amd ryzen 5 7520u,"quad core, 8 threads",8,512.0,15.6,amd radeon graphics,windows 11 os,1 year warranty
Lenovo Legion Pro 5 161IRX9 Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),149990.0,69.0,intel core i9 14900hx,"24 cores (8p + 16e), 32 threads",32,1.0,16.0,8 gb nvidia geforce rtx 4070,windows 11 os,1 year warranty
Lenovo IdeaPad Slim 1 82R400BGIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),35490.0,,5th gen amd ryzen 5 5500u,"hexa core, 12 threads",8,512.0,15.6,amd radeon graphics,windows 11 os,1 year warranty
Infinix INBook Y2 Plus Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),33990.0,51.0,11th gen intel core i5 1155g7,"quad core, 8 threads",16,512.0,15.6,intel integrated iris xe,windows 11 os,1 year warranty
Lenovo IdeaPad Gaming 3 82SB00Y8IN Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),69990.0,66.0,6th gen amd ryzen 7 6800h,"octa core, 16 threads",16,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Xiaomi Redmi Book 14 2024 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),49990.0,57.0,13th gen intel core i5 13500h,"12 cores (4p + 8e), 16 threads",16,512.0,14.0,intel arc graphics,windows 11 os,1 year warranty
Xiaomi Redmi Book 16 2024 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),52990.0,57.0,13th gen intel core i5 13500h,"12 cores (4p + 8e), 16 threads",16,512.0,16.0,intel iris xe graphics,windows 11 os,1 year warranty
Samsung Galaxy Book 4 360 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),129900.0,57.0,13th gen intel core i7 1355u,"10 cores (2p + 8e), 12 threads",16,512.0,13.3,intel iris xe graphics,windows 11 os,1 year warranty
Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),320690.0,64.0,apple m3 max,14 cores (10p + 4e),36,1.0,16.2,30 core gpu,mac os,1 year warranty
Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),186899.0,54.0,apple m3 pro,11 cores (5p + 6e),18,512.0,14.2,14 core gpu,mac os,1 year warranty
Lenovo LOQ 15APH8 82XT004KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),98790.0,71.0,7th gen amd ryzen 7 7840hs,"octa core, 16 threads",16,512.0,15.6,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
Lenovo V15 G4 Laptop (AMD Athlon Silver 7120U/ 8GB/ 512GB SSD/ Win11 Home),24790.0,,amd athlon silver 7120u,"dual core, 2 threads",8,512.0,15.6,amd radeon 610m,windows 11 os,1 year warranty
Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 512GB SSD/ macOS),154990.0,50.0,apple m3,octa core (4p + 4e),8,512.0,14.2,10 core gpu,mac os,1 year warranty
Acer Aspire Lite AL15-52 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),31990.0,54.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
Gigabyte G5 MF-G2IN313SH Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),69990.0,66.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",16,512.0,15.0,6 gb nvidia geforce rtx 4050,windows 11 os,2 year warranty
Lenovo V15 G4 Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),34821.0,50.0,7th gen amd ryzen 5 7520u,"quad core, 8 threads",8,512.0,15.6,amd radeon graphics,windows 11 os,1 year warranty
Acer Aspire 5 A515-58GM 15 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),60999.0,61.0,13th gen intel core i5 13420h,"octa core (4p + 4e), 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Lenovo Yoga Slim 6 14IAP8 82WU0095IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),63700.0,62.0,12th gen intel core i5 1240p,"12 cores (4p + 8e), 16 threads",16,512.0,14.0,intel integrated iris xe,windows 11 os,1 year warranty
Zebronics Pro Series Y ZEB-NBC 1S Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),23990.0,51.0,11th gen intel core i3 1125g4,"quad core, 8 threads",8,512.0,15.6,intel integrated uhd,windows 11 os,1 year warranty
Asus TUF Gaming F17 FX707ZC4-HX048WS Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),71990.0,66.0,12th gen intel core i5 12500h,"12 cores (4p + 8e), 16 threads",8,512.0,17.3,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
MSI Bravo 15 B7ED-012IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),49990.0,61.0,7th gen amd ryzen 5 7535hs,"hexa core, 12 threads",8,512.0,15.6,4 gb amd radeon rx6550m,windows 11 os,1 year warranty
Asus Vivobook 16 2023 X1605VA-MB947WS Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home),77990.0,65.0,13th gen intel core i9 13900h,"14 cores (6p + 8e), 20 threads",16,512.0,16.0,integrated intel iris xe graphics,windows 11 os,1 year warranty
Dell Inspiron 15 3520 IN352092K4N001ORS1 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),52499.0,52.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel integrated graphics,windows 11 os,1 year warranty
Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),27990.0,,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",12,512.0,13.5,intel integrated intel uhd graphics,windows 11 os,1 year warranty
HP 15S-FQ5202TU Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),47990.0,53.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,15.6,intel iris xe graphics,windows 11 os,1 year warranty
Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),29990.0,,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,14.0,intel integrated iris xe,windows 11 os,1 year warranty
HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),52499.0,68.0,5th gen amd ryzen 5 5600h,"hexa core, 12 threads",16,512.0,15.6,4 gb amd radeon rx 6500m graphics,windows 11 os,1 year warranty
Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 / 4GB Graph),84990.0,72.0,12th gen intel core i7 12700h,"14 cores, 20 threads",16,1.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
MSI Thin GF63 11SC-1494IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),41990.0,60.0,11th gen intel core i5 11260h,"hexa core, 12 threads",8,512.0,15.6,4 gb nvidia geforce gtx 1650,windows 11 os,2 year warranty
Asus VivoBook 15 X1500EA-EJ326WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),31990.0,52.0,11th gen intel core i3 1115g4,"dual core, 4 threads",8,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),104990.0,60.0,13th gen intel core i7,16 gb ddr5 ram,512,8.0,11.0,"15.6 inches, 1920 x 1080 pixels",1 year warranty,backlit keyboard
HP Victus 16-D0314TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),60200.0,71.0,11th gen intel core i5 11400h,"hexa core, 12 threads",16,512.0,16.1,4 gb nvidia geforce gtx 1650,windows 11 os,1 year warranty
Asus Zenbook 14X OLED 2023 UX5401ZA-KM541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),67990.0,62.0,12th gen intel core i5 12500h,"12 cores (4p + 8e), 16 threads",16,512.0,14.0,intel iris xe,windows 11 os,1 year warranty
Acer Aspire Lite AL15 Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),36990.0,56.0,5th gen amd ryzen 5 5500u,"hexa core, 12 threads",16,512.0,15.6,amd graphics,windows 11 os,1 year warranty
Walker NU14A1 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),12990.0,,intel celeron  n4020,"dual core, 2 threads",4,128.0,14.1,intel integrated uhd graphics,windows 11 os,1 year warranty
Asus Vivobook 16X 2023 K3605ZU-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),76990.0,69.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,16.0,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
HP Pavilion Plus 14-eh1022TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),72490.0,64.0,13th gen intel core i5 1340p,"12 cores (4p + 8e), 16 threads",16,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Infinix Zerobook ZL513 2023 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),49990.0,52.0,13th gen intel core i5 13500h,"12 cores (4p + 8e), 16 threads",16,512.0,15.6,intel integrated iris xe,windows 11 os,1 year warranty
Dell Latitude 3420 GD723YX17 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Ubuntu),37890.0,55.0,11th gen intel core i5 1135g7,"quad core, 8 threads",8,512.0,14.0,intel uhd graphics,ubuntu os,1 year warranty
Dell Inspiron 5630 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),72990.0,66.0,13th gen intel core i5 1340p,"12 cores (4p + 8e), 16 threads",16,512.0,16.0,intel iris xe graphics,windows 11 os,1 year warranty
Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),31990.0,53.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,15.6,intel iris xe graphics,windows 11 os,1 year warranty
Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),25990.0,53.0,11th gen intel core i3  1115g4,"dual core, 4 threads",8,512.0,14.0,intel integrated uhd graphics,windows 11 os,1 year warranty
HP Victus 15-fb0137AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),64990.0,63.0,5th gen amd ryzen 7 5800h,"octa core, 16 threads",16,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),62842.0,61.0,12th gen intel core i7 1255u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel iris xe,windows 11 os,1 year warranty
Lenovo V14 G3 82TSA01KIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Dos),27799.0,,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,14.0,intel integrated uhd,dos os,1 year warranty
HP Pavilion 15-eg3081TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),68990.0,62.0,13th gen intel core i5 1340p,"12 cores (4p + 8e), 16 threads",16,512.0,15.6,intel integrated integrated,windows 11 os,1 year warranty
Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),86990.0,64.0,13th gen intel core i5 13500h,"12 cores (4p + 8e), 16 threads",16,512.0,14.0,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
HP Victus 15-fb0122AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),52999.0,63.0,5th gen amd ryzen 5  5600h,"hexa core, 12 threads",8,512.0,15.6,4 gb nvidia geforce gtx 1650,windows 11 os,1 year warranty
Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),149990.0,,13th gen intel core i9 13900h,"14 cores (6p + 8e), 20 threads",16,1.0,16.0,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Acer Nitro 5 AN515-47 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),69990.0,68.0,7th gen amd ryzen 7 7735hs,"octa core, 16 threads",16,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
